viewport_frames,current_optimal_res,buffer_health,state,playback_progress,timestamp
 794x447 / 4 dropped of 2609, 854x480@30 / 854x480@30,121.97,8,86.96,1651792711.2395613
 794x447 / 4 dropped of 2609, 854x480@30 / 854x480@30,121.97,8,86.96,1651792711.2897
 794x447 / 4 dropped of 2609, 854x480@30 / 854x480@30,121.97,8,86.96,1651792711.3346305
 794x447 / 4 dropped of 2609, 854x480@30 / 854x480@30,121.97,8,86.96,1651792711.378601
 794x447 / 4 dropped of 2609, 854x480@30 / 854x480@30,121.97,8,86.96,1651792711.4215806
 794x447 / 4 dropped of 2642, 854x480@30 / 854x480@30,120.75,8,87.97,1651792712.642823
 794x447 / 4 dropped of 2642, 854x480@30 / 854x480@30,120.75,8,87.97,1651792712.7683392
 794x447 / 4 dropped of 2647, 854x480@30 / 854x480@30,120.35,4,88.22,1651792712.845933
 794x447 / 4 dropped of 2647, 854x480@30 / 854x480@30,120.35,4,88.22,1651792712.8868196
 794x447 / 4 dropped of 2647, 854x480@30 / 854x480@30,120.35,4,88.22,1651792712.9231727
 794x447 / 4 dropped of 2647, 854x480@30 / 854x480@30,120.35,4,88.22,1651792712.9622052
 794x447 / 4 dropped of 2647, 854x480@30 / 854x480@30,120.35,4,88.22,1651792713.0013514
 794x447 / 4 dropped of 2647, 854x480@30 / 854x480@30,120.35,4,88.22,1651792713.036411
 794x447 / 4 dropped of 2647, 854x480@30 / 854x480@30,120.35,4,88.22,1651792714.1376534
 794x447 / 4 dropped of 2647, 854x480@30 / 854x480@30,120.35,4,88.22,1651792714.3126059
 794x447 / 4 dropped of 2659, 854x480@30 / 854x480@30,119.99,8,88.58,1651792714.3624682
 794x447 / 4 dropped of 2659, 854x480@30 / 854x480@30,119.99,8,88.58,1651792714.4071925
 794x447 / 4 dropped of 2659, 854x480@30 / 854x480@30,119.99,8,88.58,1651792714.4531317
 794x447 / 4 dropped of 2659, 854x480@30 / 854x480@30,119.99,8,88.58,1651792714.498099
 794x447 / 4 dropped of 2659, 854x480@30 / 854x480@30,119.99,8,88.58,1651792714.5937135
 794x447 / 4 dropped of 2659, 854x480@30 / 854x480@30,119.99,8,88.58,1651792714.6513278
 794x447 / 4 dropped of 2703, 854x480@30 / 854x480@30,120.07,4,90.05,1651792716.0523493
 794x447 / 4 dropped of 2703, 854x480@30 / 854x480@30,120.07,4,90.05,1651792716.1259315
 794x447 / 4 dropped of 2703, 854x480@30 / 854x480@30,120.07,4,90.05,1651792716.1732278
 794x447 / 4 dropped of 2703, 854x480@30 / 854x480@30,120.07,4,90.05,1651792716.2306159
 794x447 / 4 dropped of 2703, 854x480@30 / 854x480@30,120.07,4,90.05,1651792716.272727
 794x447 / 4 dropped of 2703, 854x480@30 / 854x480@30,120.07,4,90.05,1651792716.315108
