ts	sIP	tcp_sPort	udp_sPort	dIP	tcp_dPort	udp_dPort	ip_len	ip_hdr_len	ip_proto	tcp_flags	tcp_seq	tcp_ack	tls_hostname	dns_hostname	dns_ip	rtp_seq	rtp_payload_type	rtp_ts	rtp_marker	rtp_ext_flag	rtp_ext_len	rtp_padding_len
1652830632.775474794	192.168.1.236		45626	142.250.82.87		3478	80	20	17													
1652830632.806002043	142.250.82.87		3478	192.168.1.236		45626	1233	20	17							3665	96	3842657260	0	1	4	
1652830632.810356240	142.250.82.87		3478	192.168.1.236		45626	1233	20	17							3666	96	3842657260	0	1	4	
1652830632.810460627	142.250.82.87		3478	192.168.1.236		45626	1233	20	17							3667	96	3842657260	0	1	4	
1652830632.815989395	142.250.82.87		3478	192.168.1.236		45626	1233	20	17							3668	96	3842657260	0	1	4	
1652830632.816082448	142.250.82.87		3478	192.168.1.236		45626	1234	20	17							3669	96	3842657260	0	1	4	
1652830632.816577476	142.250.82.87		3478	192.168.1.236		45626	1234	20	17							3670	96	3842657260	1	1	4	
1652830632.825375461	192.168.1.236		45626	142.250.82.87		3478	76	20	17													
1652830632.841118818	142.250.82.87		3478	192.168.1.236		45626	869	20	17							3671	96	3842661040	0	1	4	
1652830632.846605494	142.250.82.87		3478	192.168.1.236		45626	869	20	17							3672	96	3842661040	0	1	4	
1652830632.846749788	142.250.82.87		3478	192.168.1.236		45626	870	20	17							3673	96	3842661040	1	1	4	
1652830632.877682529	192.168.1.236		45626	142.250.82.87		3478	76	20	17													
1652830632.892273444	142.250.82.87		3478	192.168.1.236		45626	1004	20	17							3674	96	3842664917	0	1	4	
1652830632.897520291	142.250.82.87		3478	192.168.1.236		45626	1005	20	17							3675	96	3842664917	0	1	4	
1652830632.897735565	142.250.82.87		3478	192.168.1.236		45626	1005	20	17							3676	96	3842664917	0	1	4	
1652830632.897738065	142.250.82.87		3478	192.168.1.236		45626	1005	20	17							3677	96	3842664917	1	1	8	
1652830632.917741324	142.250.82.87		3478	192.168.1.236		45626	1081	20	17							3678	96	3842667797	0	1	4	
1652830632.922659973	142.250.82.87		3478	192.168.1.236		45626	1082	20	17							3679	96	3842667797	0	1	4	
1652830632.922771620	142.250.82.87		3478	192.168.1.236		45626	1082	20	17							3680	96	3842667797	0	1	4	
1652830632.927914246	192.168.1.236		45626	142.250.82.87		3478	80	20	17													
1652830632.928493143	142.250.82.87		3478	192.168.1.236		45626	1082	20	17							3681	96	3842667797	1	1	4	
1652830632.963495291	142.250.82.87		3478	192.168.1.236		45626	1093	20	17							3682	96	3842671577	0	1	4	
1652830632.968598474	142.250.82.87		3478	192.168.1.236		45626	1094	20	17							3683	96	3842671577	0	1	4	
1652830632.968703250	142.250.82.87		3478	192.168.1.236		45626	1094	20	17							3684	96	3842671577	0	1	4	
1652830632.973742453	142.250.82.87		3478	192.168.1.236		45626	1094	20	17							3685	96	3842671577	0	1	4	
1652830632.973827173	142.250.82.87		3478	192.168.1.236		45626	1094	20	17							3686	96	3842671577	0	1	4	
1652830632.973880987	142.250.82.87		3478	192.168.1.236		45626	1094	20	17							3687	96	3842671577	1	1	4	
1652830632.979207351	192.168.1.236		45626	142.250.82.87		3478	80	20	17													
1652830633.009418199	142.250.82.87		3478	192.168.1.236		45626	973	20	17							3688	96	3842675447	0	1	4	
1652830633.014453717	142.250.82.87		3478	192.168.1.236		45626	973	20	17							3689	96	3842675447	0	1	4	
1652830633.014536826	142.250.82.87		3478	192.168.1.236		45626	973	20	17							3690	96	3842675447	0	1	4	
1652830633.014597399	142.250.82.87		3478	192.168.1.236		45626	974	20	17							3691	96	3842675447	1	1	4	
1652830633.033206851	192.168.1.236		45626	142.250.82.87		3478	76	20	17													
1652830633.085114093	142.250.82.87		3478	192.168.1.236		45626	1196	20	17							3692	96	3842682197	0	1	4	
1652830633.090254534	142.250.82.87		3478	192.168.1.236		45626	1205	20	17							3693	96	3842682197	0	1	4	
1652830633.090361384	142.250.82.87		3478	192.168.1.236		45626	1205	20	17							3694	96	3842682197	0	1	4	
1652830633.095880708	142.250.82.87		3478	192.168.1.236		45626	1205	20	17							3695	96	3842682197	1	1	4	
1652830633.121221757	142.250.82.87		3478	192.168.1.236		45626	1231	20	17							3696	96	3842685977	0	1	4	
1652830633.126612546	142.250.82.87		3478	192.168.1.236		45626	1232	20	17							3697	96	3842685977	0	1	4	
1652830633.126725710	142.250.82.87		3478	192.168.1.236		45626	1232	20	17							3698	96	3842685977	1	1	8	
1652830633.130548399	192.168.1.236		45626	142.250.82.87		3478	80	20	17													
1652830633.167119166	142.250.82.87		3478	192.168.1.236		45626	1139	20	17							3699	96	3842689757	0	1	4	
1652830633.172357587	142.250.82.87		3478	192.168.1.236		45626	1140	20	17							3700	96	3842689757	0	1	4	
1652830633.172456418	142.250.82.87		3478	192.168.1.236		45626	1140	20	17							3701	96	3842689757	0	1	4	
1652830633.177496084	192.168.1.236		45626	142.250.82.87		3478	124	20	17													
1652830633.177825208	142.250.82.87		3478	192.168.1.236		45626	1140	20	17							3702	96	3842689757	0	1	4	
1652830633.177896336	142.250.82.87		3478	192.168.1.236		45626	1140	20	17							3703	96	3842689757	0	1	4	
1652830633.178005297	142.250.82.87		3478	192.168.1.236		45626	1140	20	17							3704	96	3842689757	0	1	4	
1652830633.180661174	192.168.1.236		45626	142.250.82.87		3478	76	20	17													
1652830633.182916039	142.250.82.87		3478	192.168.1.236		45626	1140	20	17							3705	96	3842689757	1	1	4	
1652830633.208137535	142.250.82.87		3478	192.168.1.236		45626	858	20	17							3706	96	3842693627	0	1	4	
1652830633.209920817	142.250.82.87		3478	192.168.1.236		45626	858	20	17							3707	96	3842693627	0	1	4	
1652830633.213528731	142.250.82.87		3478	192.168.1.236		45626	859	20	17							3708	96	3842693627	1	1	4	
1652830633.230834466	192.168.1.236		45626	142.250.82.87		3478	76	20	17													
1652830633.244018148	142.250.82.87		3478	192.168.1.236		45626	1042	20	17							3709	96	3842696507	0	1	4	
1652830633.249541546	142.250.82.87		3478	192.168.1.236		45626	1042	20	17							3710	96	3842696507	0	1	4	
1652830633.249637914	142.250.82.87		3478	192.168.1.236		45626	1042	20	17							3711	96	3842696507	1	1	4	
1652830633.280092516	142.250.82.87		3478	192.168.1.236		45626	1139	20	17							3712	96	3842700287	0	1	4	
1652830633.281672358	192.168.1.236		45626	142.250.82.87		3478	76	20	17													
1652830633.284906131	142.250.82.87		3478	192.168.1.236		45626	1139	20	17							3713	96	3842700287	0	1	4	
1652830633.285021036	142.250.82.87		3478	192.168.1.236		45626	1140	20	17							3714	96	3842700287	0	1	4	
1652830633.288215384	142.250.82.87		3478	192.168.1.236		45626	1140	20	17							3715	96	3842700287	0	1	4	
1652830633.288328623	142.250.82.87		3478	192.168.1.236		45626	1140	20	17							3716	96	3842700287	1	1	4	
1652830633.325299956	142.250.82.87		3478	192.168.1.236		45626	1054	20	17							3717	96	3842704157	0	1	4	
1652830633.330522619	142.250.82.87		3478	192.168.1.236		45626	1054	20	17							3718	96	3842704157	0	1	4	
1652830633.330666246	142.250.82.87		3478	192.168.1.236		45626	1054	20	17							3719	96	3842704157	0	1	4	
1652830633.330667172	142.250.82.87		3478	192.168.1.236		45626	1054	20	17							3720	96	3842704157	0	1	4	
1652830633.331580655	192.168.1.236		45626	142.250.82.87		3478	76	20	17													
1652830633.336096738	142.250.82.87		3478	192.168.1.236		45626	1055	20	17							3721	96	3842704157	0	1	4	
1652830633.336200477	142.250.82.87		3478	192.168.1.236		45626	1055	20	17							3722	96	3842704157	1	1	8	
1652830633.366506156	142.250.82.87		3478	192.168.1.236		45626	997	20	17							3723	96	3842707937	0	1	4	
1652830633.371729448	142.250.82.87		3478	192.168.1.236		45626	997	20	17							3724	96	3842707937	0	1	4	
1652830633.371826279	142.250.82.87		3478	192.168.1.236		45626	997	20	17							3725	96	3842707937	1	1	4	
1652830633.382114885	192.168.1.236		45626	142.250.82.87		3478	80	20	17													
1652830633.407260678	142.250.82.87		3478	192.168.1.236		45626	1135	20	17							3726	96	3842711717	0	1	4	
1652830633.410160625	142.250.82.87		3478	192.168.1.236		45626	1135	20	17							3727	96	3842711717	0	1	4	
1652830633.412304178	142.250.82.87		3478	192.168.1.236		45626	1136	20	17							3728	96	3842711717	0	1	4	
1652830633.417941814	142.250.82.87		3478	192.168.1.236		45626	1136	20	17							3729	96	3842711717	1	1	4	
1652830633.432013405	192.168.1.236		45626	142.250.82.87		3478	76	20	17													
1652830633.443079792	142.250.82.87		3478	192.168.1.236		45626	1057	20	17							3730	96	3842714687	0	1	4	
1652830633.448305122	142.250.82.87		3478	192.168.1.236		45626	1057	20	17							3731	96	3842714687	0	1	4	
1652830633.448420286	142.250.82.87		3478	192.168.1.236		45626	1058	20	17							3732	96	3842714687	0	1	4	
1652830633.448453897	142.250.82.87		3478	192.168.1.236		45626	1058	20	17							3733	96	3842714687	0	1	4	
1652830633.453844871	142.250.82.87		3478	192.168.1.236		45626	1058	20	17							3734	96	3842714687	1	1	4	
1652830633.470606227	192.168.1.236		45626	142.250.82.87		3478	76	20	17													
1652830633.482334917	192.168.1.236		45626	142.250.82.87		3478	76	20	17													
1652830633.483929424	142.250.82.87		3478	192.168.1.236		45626	1123	20	17							3735	96	3842718467	0	1	4	
1652830633.488432285	142.250.82.87		3478	192.168.1.236		45626	1123	20	17							3736	96	3842718467	0	1	4	
1652830633.488525784	142.250.82.87		3478	192.168.1.236		45626	1123	20	17							3737	96	3842718467	0	1	4	
1652830633.493653207	142.250.82.87		3478	192.168.1.236		45626	1123	20	17							3738	96	3842718467	0	1	4	
1652830633.493752465	142.250.82.87		3478	192.168.1.236		45626	1123	20	17							3739	96	3842718467	0	1	4	
1652830633.493818908	142.250.82.87		3478	192.168.1.236		45626	1123	20	17							3740	96	3842718467	0	1	4	
1652830633.500133328	142.250.82.87		3478	192.168.1.236		45626	1124	20	17							3741	96	3842718467	0	1	4	
1652830633.500275418	142.250.82.87		3478	192.168.1.236		45626	1124	20	17							3742	96	3842718467	1	1	4	
1652830633.524296658	142.250.82.87		3478	192.168.1.236		45626	1219	20	17							3743	96	3842722247	0	1	4	
1652830633.529561782	142.250.82.87		3478	192.168.1.236		45626	1220	20	17							3744	96	3842722247	1	1	8	
1652830633.537483450	192.168.1.236		45626	142.250.82.87		3478	80	20	17													
1652830633.569989367	142.250.82.87		3478	192.168.1.236		45626	983	20	17							3745	96	3842726117	0	1	4	
1652830633.572138771	142.250.82.87		3478	192.168.1.236		45626	984	20	17							3746	96	3842726117	0	1	4	
1652830633.575188141	142.250.82.87		3478	192.168.1.236		45626	984	20	17							3747	96	3842726117	0	1	4	
1652830633.575331805	142.250.82.87		3478	192.168.1.236		45626	984	20	17							3748	96	3842726117	1	1	4	
1652830633.589431191	192.168.1.236		45626	142.250.82.87		3478	76	20	17													
1652830633.589676280	142.250.82.87		3478	192.168.1.236		45626	156	20	17													
1652830633.595625188	142.250.82.87		3478	192.168.1.236		45626	1154	20	17							3749	96	3842728997	0	1	4	
1652830633.597837665	142.250.82.87		3478	192.168.1.236		45626	1154	20	17							3750	96	3842728997	0	1	4	
1652830633.600969978	142.250.82.87		3478	192.168.1.236		45626	1155	20	17							3751	96	3842728997	0	1	4	
1652830633.606445265	142.250.82.87		3478	192.168.1.236		45626	1155	20	17							3752	96	3842728997	1	1	4	
1652830633.637380692	192.168.1.236		45626	142.250.82.87		3478	76	20	17													
1652830633.641584503	142.250.82.87		3478	192.168.1.236		45626	1138	20	17							3753	96	3842732785	0	1	4	
1652830633.646852109	142.250.82.87		3478	192.168.1.236		45626	1138	20	17							3754	96	3842732785	0	1	4	
1652830633.646948700	142.250.82.87		3478	192.168.1.236		45626	1138	20	17							3755	96	3842732785	0	1	4	
1652830633.649352896	142.250.82.87		3478	192.168.1.236		45626	1138	20	17							3756	96	3842732785	0	1	4	
1652830633.649424858	142.250.82.87		3478	192.168.1.236		45626	1139	20	17							3757	96	3842732785	0	1	4	
1652830633.652236213	142.250.82.87		3478	192.168.1.236		45626	1139	20	17							3758	96	3842732785	0	1	4	
1652830633.657364210	142.250.82.87		3478	192.168.1.236		45626	1139	20	17							3759	96	3842732785	1	1	4	
1652830633.682735055	142.250.82.87		3478	192.168.1.236		45626	999	20	17							3760	96	3842736655	0	1	4	
1652830633.687113400	192.168.1.236		45626	142.250.82.87		3478	80	20	17													
1652830633.687997976	142.250.82.87		3478	192.168.1.236		45626	1000	20	17							3761	96	3842736655	0	1	4	
1652830633.688103215	142.250.82.87		3478	192.168.1.236		45626	1000	20	17							3762	96	3842736655	1	1	4	
1652830633.728114492	142.250.82.87		3478	192.168.1.236		45626	1237	20	17							3763	96	3842740435	0	1	4	
1652830633.733314192	142.250.82.87		3478	192.168.1.236		45626	1237	20	17							3764	96	3842740435	0	1	4	
1652830633.733428986	142.250.82.87		3478	192.168.1.236		45626	1237	20	17							3765	96	3842740435	1	1	8	
1652830633.736362580	192.168.1.236		45626	142.250.82.87		3478	76	20	17													
1652830633.763734869	142.250.82.87		3478	192.168.1.236		45626	1213	20	17							3766	96	3842743315	0	1	6	
1652830633.768834311	142.250.82.87		3478	192.168.1.236		45626	1205	20	17							3767	96	3842743315	0	1	4	
1652830633.768949606	142.250.82.87		3478	192.168.1.236		45626	1205	20	17							3768	96	3842743315	0	1	4	
1652830633.769824497	142.250.82.87		3478	192.168.1.236		45626	1205	20	17							3769	96	3842743315	1	1	4	
1652830633.786495762	192.168.1.236		45626	142.250.82.87		3478	76	20	17													
1652830633.845622703	142.250.82.87		3478	192.168.1.236		45626	1145	20	17							3770	96	3842750884	0	1	4	
1652830633.850948345	142.250.82.87		3478	192.168.1.236		45626	1145	20	17							3771	96	3842750884	0	1	4	
1652830633.851060973	142.250.82.87		3478	192.168.1.236		45626	1145	20	17							3772	96	3842750884	0	1	4	
1652830633.855706535	142.250.82.87		3478	192.168.1.236		45626	1145	20	17							3773	96	3842750884	0	1	4	
1652830633.855809070	142.250.82.87		3478	192.168.1.236		45626	1145	20	17							3774	96	3842750884	0	1	4	
1652830633.855863365	142.250.82.87		3478	192.168.1.236		45626	1145	20	17							3775	96	3842750884	0	1	4	
1652830633.857165082	142.250.82.87		3478	192.168.1.236		45626	1145	20	17							3776	96	3842750884	0	1	4	
1652830633.861251469	142.250.82.87		3478	192.168.1.236		45626	1145	20	17							3777	96	3842750884	1	1	4	
1652830633.886045084	142.250.82.87		3478	192.168.1.236		45626	292	20	17							5384	97	3842753134	0	1	2	85
1652830633.886150286	142.250.82.87		3478	192.168.1.236		45626	1216	20	17							3778	96	3842754754	0	1	4	
1652830633.889388263	142.250.82.87		3478	192.168.1.236		45626	1216	20	17							3779	96	3842754754	0	1	4	
1652830633.892508538	192.168.1.236		45626	142.250.82.87		3478	84	20	17													
1652830633.893231377	142.250.82.87		3478	192.168.1.236		45626	1216	20	17							3780	96	3842754754	1	1	4	
1652830633.896100083	142.250.82.87		3478	192.168.1.236		45626	1218	20	17							5385	97	3842754754	1	1	4	
1652830633.899433706	142.250.82.87		3478	192.168.1.236		45626	1218	20	17							5386	97	3842754754	1	1	4	
1652830633.907563852	142.250.82.87		3478	192.168.1.236		45626	85	20	17													
1652830633.908916827	192.168.1.236		45626	142.250.82.87		3478	85	20	17													
1652830633.921696071	142.250.82.87		3478	192.168.1.236		45626	998	20	17							3781	96	3842757634	0	1	4	
1652830633.927107082	142.250.82.87		3478	192.168.1.236		45626	998	20	17							3782	96	3842757634	0	1	4	
1652830633.927268912	142.250.82.87		3478	192.168.1.236		45626	998	20	17							3783	96	3842757634	0	1	4	
1652830633.927269412	142.250.82.87		3478	192.168.1.236		45626	998	20	17							3784	96	3842757634	1	1	4	
1652830633.934776736	192.168.1.236		45626	142.250.82.87		3478	124	20	17													
1652830633.942701145	192.168.1.236		45626	142.250.82.87		3478	80	20	17													
1652830633.962434094	142.250.82.87		3478	192.168.1.236		45626	1021	20	17							3785	96	3842761414	0	1	4	
1652830633.967750699	142.250.82.87		3478	192.168.1.236		45626	1021	20	17							3786	96	3842761414	0	1	4	
1652830633.967836753	142.250.82.87		3478	192.168.1.236		45626	1021	20	17							3787	96	3842761414	0	1	4	
1652830633.967885178	142.250.82.87		3478	192.168.1.236		45626	1021	20	17							3788	96	3842761414	0	1	4	
1652830633.970752329	142.250.82.87		3478	192.168.1.236		45626	1022	20	17							3789	96	3842761414	1	1	8	
1652830633.992899141	192.168.1.236		45626	142.250.82.87		3478	76	20	17													
1652830634.009280393	142.250.82.87		3478	192.168.1.236		45626	1191	20	17							3790	96	3842765284	0	1	4	
1652830634.013524314	142.250.82.87		3478	192.168.1.236		45626	1192	20	17							3791	96	3842765284	0	1	4	
1652830634.013671645	142.250.82.87		3478	192.168.1.236		45626	1192	20	17							3792	96	3842765284	0	1	4	
1652830634.018324207	142.250.82.87		3478	192.168.1.236		45626	1192	20	17							3793	96	3842765284	0	1	4	
1652830634.018522055	142.250.82.87		3478	192.168.1.236		45626	1192	20	17							3794	96	3842765284	0	1	4	
1652830634.019829216	142.250.82.87		3478	192.168.1.236		45626	1192	20	17							3795	96	3842765284	1	1	4	
1652830634.043855808	192.168.1.236		45626	142.250.82.87		3478	76	20	17													
1652830634.049129969	142.250.82.87		3478	192.168.1.236		45626	926	20	17							3796	96	3842769064	0	1	4	
1652830634.054550739	142.250.82.87		3478	192.168.1.236		45626	926	20	17							3797	96	3842769064	0	1	4	
1652830634.054655441	142.250.82.87		3478	192.168.1.236		45626	926	20	17							3798	96	3842769064	1	1	4	
1652830634.079371872	142.250.82.87		3478	192.168.1.236		45626	962	20	17							3799	96	3842772034	0	1	4	
1652830634.084707273	142.250.82.87		3478	192.168.1.236		45626	962	20	17							3800	96	3842772034	0	1	4	
1652830634.084831196	142.250.82.87		3478	192.168.1.236		45626	962	20	17							3801	96	3842772034	0	1	4	
1652830634.084857659	142.250.82.87		3478	192.168.1.236		45626	962	20	17							3802	96	3842772034	1	1	4	
1652830634.099182708	192.168.1.236		45626	142.250.82.87		3478	80	20	17													
1652830634.120347668	142.250.82.87		3478	192.168.1.236		45626	1047	20	17							3803	96	3842775814	0	1	4	
1652830634.126159431	142.250.82.87		3478	192.168.1.236		45626	1055	20	17							3804	96	3842775814	0	1	4	
1652830634.126276077	142.250.82.87		3478	192.168.1.236		45626	1056	20	17							3805	96	3842775814	0	1	4	
1652830634.126311631	142.250.82.87		3478	192.168.1.236		45626	1056	20	17							3806	96	3842775814	1	1	4	
1652830634.144341001	192.168.1.236		40925	142.250.68.110		443	1271	20	17													
1652830634.144525924	192.168.1.236		40925	142.250.68.110		443	618	20	17													
1652830634.147791919	142.250.68.110		443	192.168.1.236		40925	59	20	17													
1652830634.149010081	142.250.68.110		443	192.168.1.236		40925	53	20	17													
1652830634.149400055	192.168.1.236		45626	142.250.82.87		3478	76	20	17													
1652830634.151671069	192.168.1.236		40925	142.250.68.110		443	61	20	17													
1652830634.166378537	142.250.82.87		3478	192.168.1.236		45626	1135	20	17							3807	96	3842779684	0	1	4	
1652830634.168338982	142.250.82.87		3478	192.168.1.236		45626	1135	20	17							3808	96	3842779684	0	1	4	
1652830634.171359075	142.250.82.87		3478	192.168.1.236		45626	1135	20	17							3809	96	3842779684	0	1	4	
1652830634.176739919	142.250.82.87		3478	192.168.1.236		45626	1135	20	17							3810	96	3842779684	0	1	4	
1652830634.176910712	142.250.82.87		3478	192.168.1.236		45626	1135	20	17							3811	96	3842779684	0	1	4	
1652830634.176912101	142.250.82.87		3478	192.168.1.236		45626	1135	20	17							3812	96	3842779684	1	1	8	
1652830634.197979563	192.168.1.236		45626	142.250.82.87		3478	76	20	17													
1652830634.200732308	192.168.1.236		42808	142.250.72.174		443	945	20	17													
1652830634.201128115	142.250.68.110		443	192.168.1.236		40925	489	20	17													
1652830634.201129967	142.250.68.110		443	192.168.1.236		40925	92	20	17													
1652830634.202066913	192.168.1.236		40925	142.250.68.110		443	67	20	17													
1652830634.204218410	142.250.72.174		443	192.168.1.236		42808	57	20	17													
1652830634.206847361	142.250.68.110		443	192.168.1.236		40925	53	20	17													
1652830634.206903786	142.250.82.87		3478	192.168.1.236		45626	939	20	17							3813	96	3842783464	0	1	4	
1652830634.210814158	192.168.1.236		40925	142.250.68.110		443	61	20	17													
1652830634.212245409	142.250.82.87		3478	192.168.1.236		45626	939	20	17							3814	96	3842783464	0	1	4	
1652830634.212309927	142.250.82.87		3478	192.168.1.236		45626	940	20	17							3815	96	3842783464	1	1	4	
1652830634.214169929	192.168.1.236		42808	142.250.72.174		443	61	20	17													
1652830634.248454516	142.250.82.87		3478	192.168.1.236		45626	1171	20	17							3816	96	3842787244	0	1	4	
1652830634.248657883	192.168.1.236		45626	142.250.82.87		3478	76	20	17													
1652830634.253802362	142.250.82.87		3478	192.168.1.236		45626	1171	20	17							3817	96	3842787244	0	1	4	
1652830634.253956396	142.250.82.87		3478	192.168.1.236		45626	1172	20	17							3818	96	3842787244	1	1	4	
1652830634.278403906	142.250.82.87		3478	192.168.1.236		45626	1038	20	17							3819	96	3842790214	0	1	4	
1652830634.283348296	142.250.82.87		3478	192.168.1.236		45626	1038	20	17							3820	96	3842790214	0	1	4	
1652830634.283446164	142.250.82.87		3478	192.168.1.236		45626	1038	20	17							3821	96	3842790214	0	1	4	
1652830634.283633938	142.250.82.87		3478	192.168.1.236		45626	1038	20	17							3822	96	3842790214	1	1	4	
1652830634.300720400	192.168.1.236		45626	142.250.82.87		3478	80	20	17													
1652830634.305254001	142.250.72.174		443	192.168.1.236		42808	556	20	17													
1652830634.305965339	192.168.1.236		42808	142.250.72.174		443	64	20	17													
1652830634.306411850	142.250.72.174		443	192.168.1.236		42808	239	20	17													
1652830634.310372276	142.250.72.174		443	192.168.1.236		42808	54	20	17													
1652830634.324084318	142.250.82.87		3478	192.168.1.236		45626	1087	20	17							3823	96	3842793994	0	1	4	
1652830634.326906100	192.168.1.236		42808	142.250.72.174		443	61	20	17													
1652830634.329042875	142.250.82.87		3478	192.168.1.236		45626	1087	20	17							3824	96	3842793994	0	1	4	
1652830634.329229445	142.250.82.87		3478	192.168.1.236		45626	1087	20	17							3825	96	3842793994	0	1	4	
1652830634.334599735	142.250.82.87		3478	192.168.1.236		45626	1087	20	17							3826	96	3842793994	0	1	4	
1652830634.334690437	142.250.82.87		3478	192.168.1.236		45626	1087	20	17							3827	96	3842793994	0	1	4	
1652830634.334743769	142.250.82.87		3478	192.168.1.236		45626	1087	20	17							3828	96	3842793994	1	1	4	
1652830634.357907025	192.168.1.236		45626	142.250.82.87		3478	76	20	17													
1652830634.364980616	142.250.82.87		3478	192.168.1.236		45626	956	20	17							3829	96	3842797774	0	1	4	
1652830634.370141502	142.250.82.87		3478	192.168.1.236		45626	956	20	17							3830	96	3842797774	0	1	4	
1652830634.370251019	142.250.82.87		3478	192.168.1.236		45626	957	20	17							3831	96	3842797774	1	1	8	
1652830634.405515735	142.250.82.87		3478	192.168.1.236		45626	1205	20	17							3832	96	3842801650	0	1	4	
1652830634.409807063	192.168.1.236		45626	142.250.82.87		3478	76	20	17													
1652830634.410796934	142.250.82.87		3478	192.168.1.236		45626	1206	20	17							3833	96	3842801650	0	1	4	
1652830634.410988264	142.250.82.87		3478	192.168.1.236		45626	1206	20	17							3834	96	3842801650	1	1	4	
1652830634.441421922	142.250.82.87		3478	192.168.1.236		45626	1188	20	17							3835	96	3842804530	0	1	4	
1652830634.446483013	142.250.82.87		3478	192.168.1.236		45626	1188	20	17							3836	96	3842804530	0	1	4	
1652830634.446573308	142.250.82.87		3478	192.168.1.236		45626	1188	20	17							3837	96	3842804530	1	1	4	
1652830634.451972486	192.168.1.236		45626	142.250.82.87		3478	76	20	17													
1652830634.486615510	142.250.82.87		3478	192.168.1.236		45626	1239	20	17							3838	96	3842808310	0	1	4	
1652830634.491784933	142.250.82.87		3478	192.168.1.236		45626	1239	20	17							3839	96	3842808310	0	1	4	
1652830634.491929449	142.250.82.87		3478	192.168.1.236		45626	1239	20	17							3840	96	3842808310	0	1	4	
1652830634.493780970	192.168.1.236		45626	142.250.82.87		3478	124	20	17													
1652830634.497066854	142.250.82.87		3478	192.168.1.236		45626	1239	20	17							3841	96	3842808310	0	1	4	
1652830634.497202388	142.250.82.87		3478	192.168.1.236		45626	1239	20	17							3842	96	3842808310	0	1	4	
1652830634.497233962	142.250.82.87		3478	192.168.1.236		45626	1240	20	17							3843	96	3842808310	1	1	4	
1652830634.502262332	192.168.1.236		45626	142.250.82.87		3478	76	20	17													
1652830634.522827025	142.250.82.87		3478	192.168.1.236		45626	1150	20	17							3844	96	3842812090	0	1	4	
1652830634.528079853	142.250.82.87		3478	192.168.1.236		45626	1150	20	17							3845	96	3842812090	1	1	4	
1652830634.552341496	192.168.1.236		45626	142.250.82.87		3478	72	20	17													
1652830634.569450605	192.168.1.236		45626	142.250.82.87		3478	76	20	17													
1652830634.589993261	142.250.82.87		3478	192.168.1.236		45626	156	20	17													
1652830634.598458919	142.250.82.87		3478	192.168.1.236		45626	1006	20	17							3846	96	3842818840	0	1	4	
1652830634.603619194	142.250.82.87		3478	192.168.1.236		45626	1006	20	17							3847	96	3842818840	0	1	4	
1652830634.603735655	142.250.82.87		3478	192.168.1.236		45626	1006	20	17							3848	96	3842818840	0	1	4	
1652830634.603839746	142.250.82.87		3478	192.168.1.236		45626	1007	20	17							3849	96	3842818840	1	1	8	
1652830634.644308366	142.250.82.87		3478	192.168.1.236		45626	1076	20	17							3850	96	3842822620	0	1	4	
1652830634.649408531	142.250.82.87		3478	192.168.1.236		45626	1076	20	17							3851	96	3842822620	0	1	4	
1652830634.649624379	142.250.82.87		3478	192.168.1.236		45626	1076	20	17							3852	96	3842822620	0	1	4	
1652830634.654723673	142.250.82.87		3478	192.168.1.236		45626	1076	20	17							3853	96	3842822620	0	1	4	
1652830634.654800635	142.250.82.87		3478	192.168.1.236		45626	1077	20	17							3854	96	3842822620	1	1	4	
1652830634.657112925	192.168.1.236		45626	142.250.82.87		3478	80	20	17													
1652830634.685799708	142.250.82.87		3478	192.168.1.236		45626	1216	20	17							3855	96	3842826400	0	1	4	
1652830634.690428623	142.250.82.87		3478	192.168.1.236		45626	1216	20	17							3856	96	3842826400	0	1	4	
1652830634.690556083	142.250.82.87		3478	192.168.1.236		45626	1217	20	17							3857	96	3842826400	0	1	4	
1652830634.695432956	142.250.82.87		3478	192.168.1.236		45626	1217	20	17							3858	96	3842826400	0	1	4	
1652830634.695520195	142.250.82.87		3478	192.168.1.236		45626	1217	20	17							3859	96	3842826400	0	1	4	
1652830634.696160572	142.250.82.87		3478	192.168.1.236		45626	1217	20	17							3860	96	3842826400	1	1	4	
1652830634.706078851	192.168.1.236		45626	142.250.82.87		3478	80	20	17													
1652830634.726742950	142.250.82.87		3478	192.168.1.236		45626	961	20	17							3861	96	3842830180	0	1	4	
1652830634.732333290	142.250.82.87		3478	192.168.1.236		45626	961	20	17							3862	96	3842830180	0	1	4	
1652830634.732673692	142.250.82.87		3478	192.168.1.236		45626	962	20	17							3863	96	3842830180	1	1	4	
1652830634.741022518	192.168.1.236		45626	142.250.82.87		3478	140	20	17													
1652830634.761581211	192.168.1.236		45626	142.250.82.87		3478	76	20	17													
1652830634.766826799	142.250.82.87		3478	192.168.1.236		45626	1096	20	17							3864	96	3842833960	0	1	6	
1652830634.768643488	142.250.82.87		3478	192.168.1.236		45626	120	20	17													
1652830634.772125090	142.250.82.87		3478	192.168.1.236		45626	1088	20	17							3865	96	3842833960	0	1	4	
1652830634.772279976	142.250.82.87		3478	192.168.1.236		45626	1089	20	17							3866	96	3842833960	1	1	4	
1652830634.797401937	142.250.82.87		3478	192.168.1.236		45626	1154	20	17							3867	96	3842836930	0	1	4	
1652830634.802351345	142.250.82.87		3478	192.168.1.236		45626	1155	20	17							3868	96	3842836930	0	1	4	
