ts	sIP	tcp_sPort	udp_sPort	dIP	tcp_dPort	udp_dPort	ip_len	ip_hdr_len	ip_proto	tcp_flags	tcp_seq	tcp_ack	tls_hostname	dns_hostname	dns_ip	rtp_seq	rtp_payload_type	rtp_ts	rtp_marker	rtp_ext_flag	rtp_ext_len	rtp_padding_len
1652830714.802374394	142.250.82.87		3478	192.168.1.236		45626	1204	20	17							11586	96	3850037104	0	1	4	
1652830714.804832312	142.250.82.87		3478	192.168.1.236		45626	1204	20	17							11587	96	3850037104	0	1	4	
1652830714.807532280	142.250.82.87		3478	192.168.1.236		45626	1205	20	17							11588	96	3850037104	0	1	4	
1652830714.807599520	142.250.82.87		3478	192.168.1.236		45626	1205	20	17							11589	96	3850037104	1	1	4	
1652830714.820964680	192.168.1.236		45626	142.250.82.87		3478	72	20	17													
1652830714.848628798	142.250.82.87		3478	192.168.1.236		45626	1109	20	17							11590	96	3850040884	0	1	4	
1652830714.853573354	142.250.82.87		3478	192.168.1.236		45626	1109	20	17							11591	96	3850040884	0	1	4	
1652830714.853647798	142.250.82.87		3478	192.168.1.236		45626	1109	20	17							11592	96	3850040884	0	1	4	
1652830714.853731148	142.250.82.87		3478	192.168.1.236		45626	1109	20	17							11593	96	3850040884	0	1	4	
1652830714.853859368	142.250.82.87		3478	192.168.1.236		45626	1109	20	17							11594	96	3850040884	0	1	4	
1652830714.859097456	142.250.82.87		3478	192.168.1.236		45626	1109	20	17							11595	96	3850040884	0	1	4	
1652830714.859221194	142.250.82.87		3478	192.168.1.236		45626	1109	20	17							11596	96	3850040884	0	1	4	
1652830714.859256860	142.250.82.87		3478	192.168.1.236		45626	1109	20	17							11597	96	3850040884	1	1	4	
1652830714.866066716	192.168.1.236		45626	142.250.82.87		3478	84	20	17													
1652830714.884547800	142.250.82.87		3478	192.168.1.236		45626	948	20	17							11598	96	3850044664	0	1	4	
1652830714.889780407	142.250.82.87		3478	192.168.1.236		45626	948	20	17							11599	96	3850044664	0	1	4	
1652830714.889873239	142.250.82.87		3478	192.168.1.236		45626	949	20	17							11600	96	3850044664	1	1	4	
1652830714.915843869	192.168.1.236		45626	142.250.82.87		3478	76	20	17													
1652830714.961542913	142.250.82.87		3478	192.168.1.236		45626	1228	20	17							11601	96	3850051414	0	1	4	
1652830714.966673485	142.250.82.87		3478	192.168.1.236		45626	1228	20	17							11602	96	3850051414	0	1	4	
1652830714.966782297	142.250.82.87		3478	192.168.1.236		45626	1229	20	17							11603	96	3850051414	0	1	4	
1652830714.966840204	142.250.82.87		3478	192.168.1.236		45626	1229	20	17							11604	96	3850051414	1	1	8	
1652830714.972876722	192.168.1.236		45626	142.250.82.87		3478	72	20	17													
1652830715.002402953	142.250.82.87		3478	192.168.1.236		45626	1005	20	17							11605	96	3850055194	0	1	4	
1652830715.007780243	142.250.82.87		3478	192.168.1.236		45626	1005	20	17							11606	96	3850055194	0	1	4	
1652830715.007899352	142.250.82.87		3478	192.168.1.236		45626	1006	20	17							11607	96	3850055194	1	1	4	
1652830715.024808280	192.168.1.236		45626	142.250.82.87		3478	76	20	17													
1652830715.043159422	142.250.82.87		3478	192.168.1.236		45626	1104	20	17							11608	96	3850058982	0	1	4	
1652830715.048321715	142.250.82.87		3478	192.168.1.236		45626	1104	20	17							11609	96	3850058982	0	1	4	
1652830715.048425806	142.250.82.87		3478	192.168.1.236		45626	1104	20	17							11610	96	3850058982	0	1	4	
1652830715.048472990	142.250.82.87		3478	192.168.1.236		45626	1105	20	17							11611	96	3850058982	0	1	4	
1652830715.048569322	142.250.82.87		3478	192.168.1.236		45626	1105	20	17							11612	96	3850058982	0	1	4	
1652830715.053568007	142.250.82.87		3478	192.168.1.236		45626	1105	20	17							11613	96	3850058982	0	1	4	
1652830715.053684134	142.250.82.87		3478	192.168.1.236		45626	1105	20	17							11614	96	3850058982	1	1	4	
1652830715.085389622	192.168.1.236		45626	142.250.82.87		3478	80	20	17													
1652830715.085581804	192.168.1.236		45626	142.250.82.87		3478	140	20	17													
1652830715.089209200	142.250.82.87		3478	192.168.1.236		45626	1086	20	17							11615	96	3850062762	0	1	4	
1652830715.094381845	142.250.82.87		3478	192.168.1.236		45626	1086	20	17							11616	96	3850062762	1	1	4	
1652830715.113197478	142.250.82.87		3478	192.168.1.236		45626	120	20	17													
1652830715.119614026	142.250.82.87		3478	192.168.1.236		45626	985	20	17							11617	96	3850065642	0	1	4	
1652830715.124923132	142.250.82.87		3478	192.168.1.236		45626	985	20	17							11618	96	3850065642	0	1	4	
1652830715.125049388	142.250.82.87		3478	192.168.1.236		45626	986	20	17							11619	96	3850065642	1	1	4	
1652830715.128462659	192.168.1.236		45626	142.250.82.87		3478	76	20	17													
1652830715.160393216	142.250.82.87		3478	192.168.1.236		45626	1186	20	17							11620	96	3850069512	0	1	4	
1652830715.163737765	142.250.82.87		3478	192.168.1.236		45626	1187	20	17							11621	96	3850069512	0	1	4	
1652830715.163820579	142.250.82.87		3478	192.168.1.236		45626	1187	20	17							11622	96	3850069512	0	1	4	
1652830715.165418031	142.250.82.87		3478	192.168.1.236		45626	1187	20	17							11623	96	3850069512	1	1	8	
1652830715.178186276	192.168.1.236		45626	142.250.82.87		3478	76	20	17													
1652830715.200786210	142.250.82.87		3478	192.168.1.236		45626	1070	20	17							11624	96	3850073292	0	1	4	
1652830715.206124870	142.250.82.87		3478	192.168.1.236		45626	1070	20	17							11625	96	3850073292	0	1	4	
1652830715.206237757	142.250.82.87		3478	192.168.1.236		45626	1070	20	17							11626	96	3850073292	0	1	4	
1652830715.206258553	142.250.82.87		3478	192.168.1.236		45626	1070	20	17							11627	96	3850073292	0	1	4	
1652830715.206355051	142.250.82.87		3478	192.168.1.236		45626	1070	20	17							11628	96	3850073292	0	1	4	
1652830715.211303423	142.250.82.87		3478	192.168.1.236		45626	1070	20	17							11629	96	3850073292	1	1	4	
1652830715.219324552	192.168.1.236		45626	142.250.82.87		3478	89	20	17													
1652830715.221747470	192.168.1.236		45626	142.250.82.87		3478	59	20	17													
1652830715.247031743	142.250.82.87		3478	192.168.1.236		45626	862	20	17							11630	96	3850077072	0	1	4	
1652830715.247241888	192.168.1.236,142.250.82.87		3478	142.250.82.87,192.168.1.236		45626	576,862	20,20	1,17							11630	96	3850077072	0	1	4	
1652830715.247371718	142.250.82.87		3478	192.168.1.236		45626	101	20	17													
1652830715.247400718	192.168.1.236,142.250.82.87		3478	142.250.82.87,192.168.1.236		45626	129,101	20,20	1,17													
1652830715.252533716	142.250.82.87		3478	192.168.1.236		45626	863	20	17							11631	96	3850077072	0	1	4	
1652830715.252637565	192.168.1.236,142.250.82.87		3478	142.250.82.87,192.168.1.236		45626	576,863	20,20	1,17							11631	96	3850077072	0	1	4	
1652830715.252673769	142.250.82.87		3478	192.168.1.236		45626	863	20	17							11632	96	3850077072	1	1	4	
1652830715.252689657	192.168.1.236,142.250.82.87		3478	142.250.82.87,192.168.1.236		45626	576,863	20,20	1,17							11632	96	3850077072	1	1	4	
1652830715.287944153	142.250.82.87		3478	192.168.1.236		45626	1071	20	17							11633	96	3850080942	0	1	4	
1652830715.288050096	192.168.1.236,142.250.82.87		3478	142.250.82.87,192.168.1.236		45626	576,1071	20,20	1,17							11633	96	3850080942	0	1	4	
1652830715.293177871	142.250.82.87		3478	192.168.1.236		45626	1071	20	17							11634	96	3850080942	0	1	4	
1652830715.293287795	192.168.1.236,142.250.82.87		3478	142.250.82.87,192.168.1.236		45626	576,1071	20,20	1,17							11634	96	3850080942	0	1	4	
1652830715.293366757	142.250.82.87		3478	192.168.1.236		45626	1071	20	17							11635	96	3850080942	1	1	4	
1652830715.323835841	142.250.82.87		3478	192.168.1.236		45626	1149	20	17							11636	96	3850083822	0	1	4	
1652830715.329321480	142.250.82.87		3478	192.168.1.236		45626	1149	20	17							11637	96	3850083822	0	1	4	
1652830715.329543939	142.250.82.87		3478	192.168.1.236		45626	1150	20	17							11638	96	3850083822	0	1	4	
1652830715.329545791	142.250.82.87		3478	192.168.1.236		45626	1150	20	17							11639	96	3850083822	1	1	4	
1652830715.364407683	142.250.82.87		3478	192.168.1.236		45626	1078	20	17							11640	96	3850087692	0	1	4	
1652830715.369881712	142.250.82.87		3478	192.168.1.236		45626	1078	20	17							11641	96	3850087692	0	1	4	
1652830715.369973136	142.250.82.87		3478	192.168.1.236		45626	1078	20	17							11642	96	3850087692	0	1	4	
1652830715.370031190	142.250.82.87		3478	192.168.1.236		45626	1078	20	17							11643	96	3850087692	0	1	4	
1652830715.370120689	142.250.82.87		3478	192.168.1.236		45626	1079	20	17							11644	96	3850087692	0	1	4	
1652830715.375064301	142.250.82.87		3478	192.168.1.236		45626	1079	20	17							11645	96	3850087692	1	1	8	
1652830715.385215817	192.168.1.236		40925	142.250.68.110		443	724	20	17													
1652830715.388541904	142.250.68.110		443	192.168.1.236		40925	59	20	17													
1652830715.391120300	192.168.1.236		40925	142.250.68.110		443	61	20	17													
1652830715.405909008	142.250.82.87		3478	192.168.1.236		45626	949	20	17							11646	96	3850091472	0	1	4	
1652830715.411095801	142.250.82.87		3478	192.168.1.236		45626	949	20	17							11647	96	3850091472	0	1	4	
1652830715.411215910	142.250.82.87		3478	192.168.1.236		45626	950	20	17							11648	96	3850091472	1	1	4	
1652830715.451369593	142.250.82.87		3478	192.168.1.236		45626	967	20	17							11649	96	3850095252	0	1	4	
1652830715.456978564	142.250.82.87		3478	192.168.1.236		45626	967	20	17							11650	96	3850095252	0	1	4	
1652830715.457066969	142.250.82.87		3478	192.168.1.236		45626	967	20	17							11651	96	3850095252	1	1	4	
1652830715.466385649	192.168.1.236		40925	142.250.68.110		443	1273	20	17													
1652830715.466533183	192.168.1.236		40925	142.250.68.110		443	171	20	17													
1652830715.469803308	142.250.68.110		443	192.168.1.236		40925	59	20	17													
1652830715.470561646	142.250.68.110		443	192.168.1.236		40925	53	20	17													
1652830715.472260188	192.168.1.236		40925	142.250.68.110		443	61	20	17													
1652830715.481998434	142.250.82.87		3478	192.168.1.236		45626	1063	20	17							11652	96	3850098132	0	1	4	
1652830715.487130839	142.250.82.87		3478	192.168.1.236		45626	1063	20	17							11653	96	3850098132	0	1	4	
1652830715.487211838	142.250.82.87		3478	192.168.1.236		45626	1063	20	17							11654	96	3850098132	0	1	4	
1652830715.487277522	142.250.82.87		3478	192.168.1.236		45626	1063	20	17							11655	96	3850098132	0	1	4	
1652830715.487367631	142.250.82.87		3478	192.168.1.236		45626	1063	20	17							11656	96	3850098132	0	1	4	
1652830715.492286744	142.250.82.87		3478	192.168.1.236		45626	1063	20	17							11657	96	3850098132	1	1	4	
1652830715.492444759	142.250.68.110		443	192.168.1.236		40925	1008	20	17													
1652830715.493350594	142.250.68.110		443	192.168.1.236		40925	241	20	17													
1652830715.497805753	192.168.1.236		40925	142.250.68.110		443	67	20	17													
1652830715.502105414	142.250.68.110		443	192.168.1.236		40925	53	20	17													
1652830715.504609294	192.168.1.236		40925	142.250.68.110		443	61	20	17													
1652830715.521010935	142.250.68.110		443	192.168.1.236		40925	433	20	17													
1652830715.521135284	142.250.68.110		443	192.168.1.236		40925	247	20	17													
1652830715.523873585	192.168.1.236		40925	142.250.68.110		443	67	20	17													
1652830715.527946547	142.250.82.87		3478	192.168.1.236		45626	1223	20	17							11658	96	3850101912	0	1	6	
1652830715.531047731	142.250.68.110		443	192.168.1.236		40925	53	20	17													
1652830715.532848568	142.250.82.87		3478	192.168.1.236		45626	1215	20	17							11659	96	3850101912	0	1	4	
1652830715.532935492	142.250.82.87		3478	192.168.1.236		45626	1215	20	17							11660	96	3850101912	0	1	4	
1652830715.533028175	142.250.82.87		3478	192.168.1.236		45626	1216	20	17							11661	96	3850101912	0	1	4	
1652830715.538129025	142.250.82.87		3478	192.168.1.236		45626	1216	20	17							11662	96	3850101912	0	1	4	
1652830715.538213894	142.250.82.87		3478	192.168.1.236		45626	1216	20	17							11663	96	3850101912	1	1	4	
1652830715.547773329	192.168.1.236		40925	142.250.68.110		443	61	20	17													
1652830715.563351318	142.250.82.87		3478	192.168.1.236		45626	1158	20	17							11664	96	3850105782	0	1	4	
1652830715.568726441	142.250.82.87		3478	192.168.1.236		45626	1167	20	17							11665	96	3850105782	0	1	4	
1652830715.568810736	142.250.82.87		3478	192.168.1.236		45626	1167	20	17							11666	96	3850105782	1	1	8	
1652830716.089312608	192.168.1.236		57250	142.250.217.131		443	1278	20	17													
1652830716.089983929	192.168.1.236		57250	142.250.217.131		443	107	20	17													
1652830716.090747304	192.168.1.236		57250	142.250.217.131		443	407	20	17													
1652830716.100337386	142.250.217.131		443	192.168.1.236		57250	1278	20	17													
1652830716.100447476	142.250.217.131		443	192.168.1.236		57250	812	20	17													
1652830716.100448069	142.250.217.131		443	192.168.1.236		57250	97	20	17													
1652830716.100448235	142.250.217.131		443	192.168.1.236		57250	53	20	17													
1652830716.101300090	142.250.217.131		443	192.168.1.236		57250	1217	20	17													
1652830716.102471328	192.168.1.236		57250	142.250.217.131		443	1278	20	17													
1652830716.102973263	192.168.1.236		57250	142.250.217.131		443	61	20	17													
1652830716.104066668	192.168.1.236		57250	142.250.217.131		443	63	20	17													
1652830716.105689287	142.250.217.131		443	192.168.1.236		57250	121	20	17													
1652830716.107040095	142.250.217.131		443	192.168.1.236		57250	53	20	17													
1652830716.135071743	192.168.1.236		57250	142.250.217.131		443	61	20	17													
1652830716.251674123	192.168.1.236		57250	142.250.217.131		443	154	20	17													
1652830716.254846417	142.250.217.131		443	192.168.1.236		57250	55	20	17													
1652830716.261808010	142.250.217.131		443	192.168.1.236		57250	1274	20	17													
1652830716.261883842	142.250.217.131		443	192.168.1.236		57250	1278	20	17													
1652830716.261987877	142.250.217.131		443	192.168.1.236		57250	1278	20	17													
1652830716.262094338	142.250.217.131		443	192.168.1.236		57250	1278	20	17													
1652830716.262198632	142.250.217.131		443	192.168.1.236		57250	1278	20	17													
1652830716.262310778	142.250.217.131		443	192.168.1.236		57250	1278	20	17													
1652830716.262416425	142.250.217.131		443	192.168.1.236		57250	1278	20	17													
1652830716.262525274	142.250.217.131		443	192.168.1.236		57250	1278	20	17													
1652830716.262627828	142.250.217.131		443	192.168.1.236		57250	1278	20	17													
1652830716.262730456	142.250.217.131		443	192.168.1.236		57250	1278	20	17													
1652830716.262845102	142.250.217.131		443	192.168.1.236		57250	1278	20	17													
1652830716.262950341	142.250.217.131		443	192.168.1.236		57250	1278	20	17													
1652830716.262990340	142.250.217.131		443	192.168.1.236		57250	523	20	17													
1652830716.263111930	142.250.217.131		443	192.168.1.236		57250	1273	20	17													
1652830716.263167485	142.250.217.131		443	192.168.1.236		57250	587	20	17													
1652830716.263167855	142.250.217.131		443	192.168.1.236		57250	54	20	17													
1652830716.266052672	192.168.1.236		57250	142.250.217.131		443	63	20	17													
1652830716.266865305	192.168.1.236		57250	142.250.217.131		443	61	20	17													
1652830716.267474868	192.168.1.236		57250	142.250.217.131		443	61	20	17													
1652830716.267964841	192.168.1.236		57250	142.250.217.131		443	61	20	17													
1652830716.279010766	192.168.1.236		57250	142.250.217.131		443	61	20	17													
1652830716.279504479	192.168.1.236		57250	142.250.217.131		443	61	20	17													
1652830716.280001636	192.168.1.236		57250	142.250.217.131		443	61	20	17													
1652830716.280454684	192.168.1.236		57250	142.250.217.131		443	61	20	17													
1652830716.294260262	142.250.217.131		443	192.168.1.236		57250	53	20	17													
1652830716.309354260	192.168.1.236		57250	142.250.217.131		443	61	20	17													
1652830716.337031563	192.168.1.236		40925	142.250.68.110		443	1278	20	17													
1652830716.341309706	192.168.1.236		40925	142.250.68.110		443	1278	20	17													
1652830716.341397445	192.168.1.236		40925	142.250.68.110		443	1135	20	17													
1652830716.341567979	142.250.68.110		443	192.168.1.236		40925	53	20	17													
1652830716.341597756	192.168.1.236		40925	142.250.68.110		443	95	20	17													
1652830716.345056618	142.250.68.110		443	192.168.1.236		40925	53	20	17													
1652830716.345059970	142.250.68.110		443	192.168.1.236		40925	53	20	17													
1652830716.345819456	142.250.68.110		443	192.168.1.236		40925	617	20	17													
1652830716.346596275	192.168.1.236		40925	142.250.68.110		443	67	20	17													
1652830716.350530165	142.250.68.110		443	192.168.1.236		40925	53	20	17													
1652830716.465779145	192.168.1.236		40925	142.250.68.110		443	1278	20	17													
1652830716.465956549	192.168.1.236		40925	142.250.68.110		443	1278	20	17													
1652830716.466057417	192.168.1.236		40925	142.250.68.110		443	997	20	17													
1652830716.466260062	192.168.1.236		40925	142.250.68.110		443	95	20	17													
1652830716.469836884	142.250.68.110		443	192.168.1.236		40925	59	20	17													
1652830716.470906587	142.250.68.110		443	192.168.1.236		40925	1040	20	17													
1652830716.474116805	192.168.1.236		40925	142.250.68.110		443	67	20	17													
1652830716.478002622	142.250.68.110		443	192.168.1.236		40925	53	20	17													
1652830716.517815127	192.168.1.236		40925	142.250.68.110		443	1278	20	17													
1652830716.517984549	192.168.1.236		40925	142.250.68.110		443	1278	20	17													
1652830716.518081566	192.168.1.236		40925	142.250.68.110		443	1019	20	17													
1652830716.518291266	192.168.1.236		40925	142.250.68.110		443	95	20	17													
1652830716.521622167	142.250.68.110		443	192.168.1.236		40925	59	20	17													
