ts	sIP	tcp_sPort	udp_sPort	dIP	tcp_dPort	udp_dPort	ip_len	ip_proto	tcp_flags	tcp_seq	tcp_ack	tls_hostname	dns_hostname	dns_ip
1651792541.305023000	192.168.1.138		53272	192.168.1.1		53	85	17					<Root>	
1651792541.305187000	192.168.1.138		42228	128.111.1.1		53	85	17					<Root>	
1651792541.305599000	192.168.1.138		34616	192.168.1.1		53	85	17					<Root>	
1651792541.305724000	192.168.1.138		60737	128.111.1.1		53	85	17					<Root>	
1651792541.306828000	128.111.1.1		53	192.168.1.138		42228	101	17					contile.services.mozilla.com,<Root>	34.117.237.239
1651792541.306901000	192.168.1.1		53	192.168.1.138		53272	101	17					contile.services.mozilla.com,<Root>	34.117.237.239
1651792541.307336000	128.111.1.1		53	192.168.1.138		60737	166	17					services.mozilla.com,<Root>	
1651792541.307494000	192.168.1.1		53	192.168.1.138		34616	166	17					services.mozilla.com,<Root>	
1651792541.308760000	192.168.1.138	46380		34.117.237.239	443		60	6	0x0002	4142547771	0			
1651792541.312102000	34.117.237.239	443		192.168.1.138	46380		60	6	0x0012	1249619561	4142547772			
1651792541.312199000	192.168.1.138	46380		34.117.237.239	443		52	6	0x0010	4142547772	1249619562			
1651792541.318189000	192.168.1.138	46380		34.117.237.239	443		569	6	0x0018	4142547772	1249619562	contile.services.mozilla.com		
1651792541.322128000	34.117.237.239	443		192.168.1.138	46380		52	6	0x0010	1249619562	4142548289			
1651792541.323806000	34.117.237.239	443		192.168.1.138	46380		2888	6	0x0010	1249619562	4142548289			
1651792541.323881000	192.168.1.138	46380		34.117.237.239	443		52	6	0x0010	4142548289	1249622398			
1651792541.323927000	34.117.237.239	443		192.168.1.138	46380		1787	6	0x0018	1249622398	4142548289			
1651792541.323950000	192.168.1.138	46380		34.117.237.239	443		52	6	0x0010	4142548289	1249624133			
1651792541.339698000														
1651792541.364215000	192.168.1.138		49507	192.168.1.1		53	71	17					<Root>	
1651792541.364362000	192.168.1.138		51854	128.111.1.1		53	71	17					<Root>	
1651792541.364715000	192.168.1.138		33686	192.168.1.1		53	71	17					<Root>	
1651792541.364838000	192.168.1.138		47371	128.111.1.1		53	71	17					<Root>	
1651792541.366459000	192.168.1.1		53	192.168.1.138		49507	170	17					r3.o.lencr.org,o.lencr.edgesuite.net,a1887.dscq.akamai.net,a1887.dscq.akamai.net,<Root>	23.205.154.137,23.205.154.195
1651792541.366555000	128.111.1.1		53	192.168.1.138		51854	170	17					r3.o.lencr.org,o.lencr.edgesuite.net,a1887.dscq.akamai.net,a1887.dscq.akamai.net,<Root>	23.205.154.195,23.205.154.137
1651792541.367303000	192.168.1.138		52925	128.111.1.1		53	78	17					<Root>	
1651792541.367827000	192.168.1.138		48416	128.111.1.1		53	78	17					<Root>	
1651792541.369014000	128.111.1.1		53	192.168.1.138		52925	142	17					o.lencr.edgesuite.net,a1887.dscq.akamai.net,a1887.dscq.akamai.net,<Root>	23.205.154.195,23.205.154.137
1651792541.369490000	128.111.1.1		53	192.168.1.138		48416	110	17					a1887.dscq.akamai.net,a1887.dscq.akamai.net,<Root>	23.205.154.137,23.205.154.195
1651792541.369806000	128.111.1.1		53	192.168.1.138		47371	194	17					r3.o.lencr.org,o.lencr.edgesuite.net,a1887.dscq.akamai.net,a1887.dscq.akamai.net,<Root>	
1651792541.369851000	192.168.1.1		53	192.168.1.138		33686	194	17					r3.o.lencr.org,o.lencr.edgesuite.net,a1887.dscq.akamai.net,a1887.dscq.akamai.net,<Root>	
1651792541.370788000	192.168.1.138		36499	192.168.1.1		53	78	17					<Root>	
1651792541.371013000	192.168.1.1		53	192.168.1.138		36499	134	17					a1887.dscq.akamai.net,a1887.dscq.akamai.net,<Root>	
1651792541.371069000	192.168.1.138,192.168.1.1		53	192.168.1.1,192.168.1.138		36499	162,134	1,17					a1887.dscq.akamai.net,a1887.dscq.akamai.net,<Root>	
1651792541.371759000	192.168.1.138	40448		23.205.154.195	80		60	6	0x0002	3375065692	0			
1651792541.375151000	23.205.154.195	80		192.168.1.138	40448		60	6	0x0012	2466927649	3375065693			
1651792541.375242000	192.168.1.138	40448		23.205.154.195	80		52	6	0x0010	3375065693	2466927650			
1651792541.375571000	192.168.1.138	40448		23.205.154.195	80		474	6	0x0018	3375065693	2466927650			
1651792541.379751000	23.205.154.195	80		192.168.1.138	40448		52	6	0x0010	2466927650	3375066115			
1651792541.381175000	23.205.154.195	80		192.168.1.138	40448		941	6	0x0018	2466927650	3375066115			
1651792541.381211000	192.168.1.138	40448		23.205.154.195	80		52	6	0x0010	3375066115	2466928539			
1651792541.393696000	192.168.1.138	46380		34.117.237.239	443		116	6	0x0018	4142548289	1249624133			
1651792541.397509000	34.117.237.239	443		192.168.1.138	46380		632	6	0x0018	1249624133	4142548353			
1651792541.397589000	192.168.1.138	46380		34.117.237.239	443		52	6	0x0010	4142548353	1249624713			
1651792541.441784000	192.168.1.138	46380		34.117.237.239	443		222	6	0x0018	4142548353	1249624713			
1651792541.442236000	192.168.1.138	46380		34.117.237.239	443		291	6	0x0018	4142548523	1249624713			
1651792541.442583000	192.168.1.138	46380		34.117.237.239	443		83	6	0x0018	4142548762	1249624713			
1651792541.445048000	34.117.237.239	443		192.168.1.138	46380		83	6	0x0018	1249624713	4142548523			
1651792541.445145000	192.168.1.138	46380		34.117.237.239	443		52	6	0x0010	4142548793	1249624744			
1651792541.445666000	34.117.237.239	443		192.168.1.138	46380		52	6	0x0010	1249624744	4142548793			
1651792541.454490000	192.168.1.138			197.136.0.65			84	1						
1651792541.472911000	34.117.237.239	443		192.168.1.138	46380		184	6	0x0018	1249624744	4142548793			
1651792541.472978000	192.168.1.138	46380		34.117.237.239	443		52	6	0x0010	4142548793	1249624876			
1651792541.473022000	34.117.237.239	443		192.168.1.138	46380		929	6	0x0018	1249624876	4142548793			
1651792541.473022000	34.117.237.239	443		192.168.1.138	46380		263	6	0x0018	1249625753	4142548793			
1651792541.473022000	34.117.237.239	443		192.168.1.138	46380		91	6	0x0018	1249625964	4142548793			
1651792541.473038000	192.168.1.138	46380		34.117.237.239	443		52	6	0x0010	4142548793	1249625753			
1651792541.473062000	192.168.1.138	46380		34.117.237.239	443		52	6	0x0010	4142548793	1249626003			
1651792541.473712000	192.168.1.138	46380		34.117.237.239	443		91	6	0x0018	4142548793	1249626003			
1651792541.482024000	34.117.237.239	443		192.168.1.138	46380		52	6	0x0010	1249626003	4142548832			
1651792541.483576000	197.136.0.65			192.168.1.138			84	1						
1651792541.644943000														
1651792541.705162000	192.168.1.138			197.136.0.65			84	1						
1651792541.734953000	197.136.0.65			192.168.1.138			84	1						
1651792541.955471000	192.168.1.138			197.136.0.65			84	1						
1651792541.985284000	197.136.0.65			192.168.1.138			84	1						
1651792542.187367000														
1651792542.187427000														
1651792542.205916000	192.168.1.138			197.136.0.65			84	1						
1651792542.235379000	197.136.0.65			192.168.1.138			84	1						
1651792542.457015000	192.168.1.138			197.136.0.65			84	1						
1651792542.487278000	197.136.0.65			192.168.1.138			84	1						
1651792542.610206000	192.168.1.138		57084	128.111.1.1		53	84	17					<Root>	
1651792542.610699000	192.168.1.138		58953	192.168.1.1		53	79	17					<Root>	
1651792542.610851000	192.168.1.138		55052	128.111.1.1		53	79	17					<Root>	
1651792542.611320000	192.168.1.138		52502	128.111.1.1		53	84	17					<Root>	
1651792542.611811000	192.168.1.138		39027	192.168.1.1		53	79	17					<Root>	
1651792542.611996000	192.168.1.138		42147	128.111.1.1		53	79	17					<Root>	
1651792542.612146000	128.111.1.1		53	192.168.1.138		57084	216	17					shavar.services.mozilla.com,shavar.prod.mozaws.net,shavar.prod.mozaws.net,shavar.prod.mozaws.net,shavar.prod.mozaws.net,shavar.prod.mozaws.net,shavar.prod.mozaws.net,<Root>	52.33.152.210,52.24.149.180,52.40.173.137,52.41.176.227,44.235.201.22,34.209.75.189
1651792542.612206000	192.168.1.138,128.111.1.1		53	128.111.1.1,192.168.1.138		57084	244,216	1,17					shavar.services.mozilla.com,shavar.prod.mozaws.net,shavar.prod.mozaws.net,shavar.prod.mozaws.net,shavar.prod.mozaws.net,shavar.prod.mozaws.net,shavar.prod.mozaws.net,<Root>	52.33.152.210,52.24.149.180,52.40.173.137,52.41.176.227,44.235.201.22,34.209.75.189
1651792542.612731000	192.168.1.1		53	192.168.1.138		58953	175	17					shavar.prod.mozaws.net,shavar.prod.mozaws.net,shavar.prod.mozaws.net,shavar.prod.mozaws.net,shavar.prod.mozaws.net,shavar.prod.mozaws.net,<Root>	52.41.176.227,52.24.149.180,34.209.75.189,52.40.173.137,44.235.201.22,52.33.152.210
1651792542.613008000	128.111.1.1		53	192.168.1.138		52502	202	17					shavar.services.mozilla.com,prod.mozaws.net,<Root>	
1651792542.613060000	128.111.1.1		53	192.168.1.138		55052	175	17					shavar.prod.mozaws.net,shavar.prod.mozaws.net,shavar.prod.mozaws.net,shavar.prod.mozaws.net,shavar.prod.mozaws.net,shavar.prod.mozaws.net,<Root>	52.40.173.137,52.24.149.180,34.209.75.189,44.235.201.22,52.33.152.210,52.41.176.227
1651792542.613717000	192.168.1.1		53	192.168.1.138		39027	164	17					prod.mozaws.net,<Root>	
1651792542.613774000	128.111.1.1		53	192.168.1.138		42147	164	17					prod.mozaws.net,<Root>	
1651792542.615457000	192.168.1.138	35206		52.41.176.227	443		60	6	0x0002	93746907	0			
1651792542.647306000	52.41.176.227	443		192.168.1.138	35206		60	6	0x0012	341434315	93746908			
1651792542.647404000	192.168.1.138	35206		52.41.176.227	443		52	6	0x0010	93746908	341434316			
1651792542.653309000	192.168.1.138	35206		52.41.176.227	443		569	6	0x0018	93746908	341434316	shavar.services.mozilla.com		
1651792542.685713000	52.41.176.227	443		192.168.1.138	35206		52	6	0x0010	341434316	93747425			
1651792542.687645000	52.41.176.227	443		192.168.1.138	35206		1500	6	0x0010	341434316	93747425			
1651792542.687705000	192.168.1.138	35206		52.41.176.227	443		52	6	0x0010	93747425	341435764			
1651792542.687776000	52.41.176.227	443		192.168.1.138	35206		2048	6	0x0018	341435764	93747425			
1651792542.687800000	192.168.1.138	35206		52.41.176.227	443		52	6	0x0010	93747425	341437760			
1651792542.697052000	192.168.1.138	35206		52.41.176.227	443		178	6	0x0018	93747425	341437760			
1651792542.707803000	192.168.1.138			197.136.0.65			84	1						
1651792542.724264000	192.168.1.138		60665	128.111.1.1		53	74	17					<Root>	
1651792542.724910000	192.168.1.138		58159	128.111.1.1		53	75	17					<Root>	
1651792542.725529000	192.168.1.138		36108	128.111.1.1		53	74	17					<Root>	
1651792542.725967000	128.111.1.1		53	192.168.1.138		60665	122	17					ocsp.digicert.com,cs9.wac.phicdn.net,<Root>	72.21.91.29
1651792542.726025000	192.168.1.138,128.111.1.1		53	128.111.1.1,192.168.1.138		60665	150,122	1,17					ocsp.digicert.com,cs9.wac.phicdn.net,<Root>	72.21.91.29
1651792542.726107000	192.168.1.138		55682	192.168.1.1		53	75	17					<Root>	
1651792542.726244000	192.168.1.1		53	192.168.1.138		55682	75	17					<Root>	
1651792542.726301000	192.168.1.138		38014	128.111.1.1		53	75	17					<Root>	
1651792542.726482000	128.111.1.1		53	192.168.1.138		58159	91	17					cs9.wac.phicdn.net,<Root>	72.21.91.29
1651792542.727166000	128.111.1.1		53	192.168.1.138		36108	171	17					ocsp.digicert.com,wac.phicdn.net,<Root>	
1651792542.727231000	192.168.1.138	54898		72.21.91.29	80		60	6	0x0002	2656835400	0			
1651792542.728207000	128.111.1.1		53	192.168.1.138		38014	143	17					wac.phicdn.net,<Root>	
1651792542.728964000	52.41.176.227	443		192.168.1.138	35206		103	6	0x0018	341437760	93747551			
1651792542.729026000	192.168.1.138	35206		52.41.176.227	443		52	6	0x0010	93747551	341437811			
1651792542.730274000	72.21.91.29	80		192.168.1.138	54898		60	6	0x0012	1615532701	2656835401			
1651792542.730373000	192.168.1.138	54898		72.21.91.29	80		52	6	0x0010	2656835401	1615532702			
1651792542.730856000	192.168.1.138	54898		72.21.91.29	80		475	6	0x0018	2656835401	1615532702			
1651792542.734744000	72.21.91.29	80		192.168.1.138	54898		52	6	0x0010	1615532702	2656835824			
1651792542.735717000	72.21.91.29	80		192.168.1.138	54898		791	6	0x0018	1615532702	2656835824			
1651792542.735759000	192.168.1.138	54898		72.21.91.29	80		52	6	0x0010	2656835824	1615533441			
1651792542.737128000	197.136.0.65			192.168.1.138			84	1						
1651792542.741118000	192.168.1.138	35206		52.41.176.227	443		1074	6	0x0018	93747551	341437811			
1651792542.775402000	52.41.176.227	443		192.168.1.138	35206		2214	6	0x0018	341437811	93748573			
1651792542.775490000	192.168.1.138	35206		52.41.176.227	443		52	6	0x0010	93748573	341439973			
1651792542.776197000	192.168.1.138	35206		52.41.176.227	443		83	6	0x0018	93748573	341439973			
1651792542.776256000	192.168.1.138	35206		52.41.176.227	443		52	6	0x0011	93748604	341439973			
1651792542.799550000	192.168.1.138		33516	192.168.1.1		53	92	17					<Root>	
1651792542.799687000	192.168.1.138		44954	128.111.1.1		53	92	17					<Root>	
1651792542.800107000	192.168.1.138		40073	192.168.1.1		53	92	17					<Root>	
1651792542.800238000	192.168.1.138		45293	128.111.1.1		53	92	17					<Root>	
1651792542.807877000	52.41.176.227	443		192.168.1.138	35206		52	6	0x0011	341439973	93748605			
1651792542.807950000	192.168.1.138	35206		52.41.176.227	443		52	6	0x0010	93748605	341439974			
1651792542.819225000	128.111.1.1		53	192.168.1.138		44954	196	17					tracking-protection.cdn.mozilla.net,d1zkz3k4cclnv6.cloudfront.net,d1zkz3k4cclnv6.cloudfront.net,d1zkz3k4cclnv6.cloudfront.net,d1zkz3k4cclnv6.cloudfront.net,<Root>	99.84.192.81,99.84.192.27,99.84.192.91,99.84.192.24
1651792542.819308000	192.168.1.1		53	192.168.1.138		33516	196	17					tracking-protection.cdn.mozilla.net,d1zkz3k4cclnv6.cloudfront.net,d1zkz3k4cclnv6.cloudfront.net,d1zkz3k4cclnv6.cloudfront.net,d1zkz3k4cclnv6.cloudfront.net,<Root>	99.84.192.27,99.84.192.91,99.84.192.81,99.84.192.24
1651792542.819309000	192.168.1.1		53	192.168.1.138		40073	213	17					tracking-protection.cdn.mozilla.net,d1zkz3k4cclnv6.cloudfront.net,<Root>	
1651792542.819337000	128.111.1.1		53	192.168.1.138		45293	213	17					tracking-protection.cdn.mozilla.net,d1zkz3k4cclnv6.cloudfront.net,<Root>	
1651792542.820135000	192.168.1.138		38051	192.168.1.1		53	86	17					<Root>	
1651792542.820364000	192.168.1.1		53	192.168.1.138		38051	150	17					d1zkz3k4cclnv6.cloudfront.net,d1zkz3k4cclnv6.cloudfront.net,d1zkz3k4cclnv6.cloudfront.net,d1zkz3k4cclnv6.cloudfront.net,<Root>	99.84.192.24,99.84.192.81,99.84.192.91,99.84.192.27
1651792542.820415000	192.168.1.138,192.168.1.1		53	192.168.1.1,192.168.1.138		38051	178,150	1,17					d1zkz3k4cclnv6.cloudfront.net,d1zkz3k4cclnv6.cloudfront.net,d1zkz3k4cclnv6.cloudfront.net,d1zkz3k4cclnv6.cloudfront.net,<Root>	99.84.192.24,99.84.192.81,99.84.192.91,99.84.192.27
1651792542.820935000	192.168.1.138		32982	192.168.1.1		53	86	17					<Root>	
1651792542.821042000	192.168.1.138		48485	128.111.1.1		53	86	17					<Root>	
1651792542.821142000	192.168.1.1		53	192.168.1.138		32982	86	17					<Root>	
1651792542.822320000	192.168.1.138	38066		99.84.192.24	443		60	6	0x0002	684088785	0			
1651792542.822817000	128.111.1.1		53	192.168.1.138		48485	167	17					d1zkz3k4cclnv6.cloudfront.net,<Root>	
1651792542.825368000	99.84.192.24	443		192.168.1.138	38066		60	6	0x0012	512493130	684088786			
1651792542.825485000	192.168.1.138	38066		99.84.192.24	443		52	6	0x0010	684088786	512493131			
1651792542.831147000	192.168.1.138	38066		99.84.192.24	443		569	6	0x0018	684088786	512493131	tracking-protection.cdn.mozilla.net		
1651792542.834725000	99.84.192.24	443		192.168.1.138	38066		52	6	0x0010	512493131	684089303			
1651792542.835638000	99.84.192.24	443		192.168.1.138	38066		1480	6	0x0010	512493131	684089303			
1651792542.835696000	192.168.1.138	38066		99.84.192.24	443		52	6	0x0010	684089303	512494559			
1651792542.835748000	99.84.192.24	443		192.168.1.138	38066		1480	6	0x0018	512494559	684089303			
1651792542.835766000	192.168.1.138	38066		99.84.192.24	443		52	6	0x0010	684089303	512495987			
1651792542.837276000	99.84.192.24	443		192.168.1.138	38066		1194	6	0x0018	512495987	684089303			
1651792542.837328000	192.168.1.138	38066		99.84.192.24	443		52	6	0x0010	684089303	512497129			
1651792542.849555000	192.168.1.138	38066		99.84.192.24	443		116	6	0x0018	684089303	512497129			
1651792542.850164000	192.168.1.138	38066		99.84.192.24	443		470	6	0x0018	684089367	512497129			
1651792542.852124000	192.168.1.138		49333	128.111.1.1		53	82	17					<Root>	
1651792542.852448000	99.84.192.24	443		192.168.1.138	38066		52	6	0x0010	512497129	684089367			
1651792542.852556000	192.168.1.138		50943	192.168.1.1		53	81	17					<Root>	
1651792542.852664000	192.168.1.138		50307	128.111.1.1		53	81	17					<Root>	
1651792542.853090000	99.84.192.24	443		192.168.1.138	38066		52	6	0x0010	512497129	684089785			
1651792542.853116000	192.168.1.138		39621	128.111.1.1		53	82	17					<Root>	
1651792542.853618000	192.168.1.138		51278	192.168.1.1		53	81	17					<Root>	
1651792542.853811000	128.111.1.1		53	192.168.1.138		49333	136	17					push.services.mozilla.com,autopush.prod.mozaws.net,<Root>	34.218.121.180
1651792542.853823000	192.168.1.138		34338	128.111.1.1		53	81	17					<Root>	
1651792542.854570000	128.111.1.1		53	192.168.1.138		50307	97	17					autopush.prod.mozaws.net,<Root>	34.218.121.180
1651792542.854704000	192.168.1.1		53	192.168.1.138		50943	97	17					autopush.prod.mozaws.net,<Root>	34.218.121.180
1651792542.855017000	128.111.1.1		53	192.168.1.138		39621	202	17					push.services.mozilla.com,prod.mozaws.net,<Root>	
1651792542.855355000	192.168.1.1		53	192.168.1.138		51278	166	17					prod.mozaws.net,<Root>	
1651792542.855417000	128.111.1.1		53	192.168.1.138		34338	166	17					prod.mozaws.net,<Root>	
1651792542.856045000	99.84.192.24	443		192.168.1.138	38066		1480	6	0x0010	512497129	684089785			
1651792542.856083000	192.168.1.138	38066		99.84.192.24	443		52	6	0x0010	684089785	512498557			
1651792542.856182000	99.84.192.24	443		192.168.1.138	38066		11476	6	0x0010	512498557	684089785			
1651792542.856206000	192.168.1.138	38066		99.84.192.24	443		52	6	0x0010	684089785	512509981			
1651792542.856282000	99.84.192.24	443		192.168.1.138	38066		3606	6	0x0018	512509981	684089785			
1651792542.856282000	99.84.192.24	443		192.168.1.138	38066		7192	6	0x0010	512513535	684089785			
1651792542.856295000	192.168.1.138	38066		99.84.192.24	443		52	6	0x0010	684089785	512513535			
1651792542.856303000	192.168.1.138	38066		99.84.192.24	443		52	6	0x0010	684089785	512520675			
