ts	sIP	tcp_sPort	udp_sPort	dIP	tcp_dPort	udp_dPort	ip_len	ip_proto	tcp_flags	tcp_seq	tcp_ack	tls_hostname	dns_hostname	dns_ip
1651792577.321374000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.321374000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.342545000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.375035000	192.168.1.138	40780		192.168.1.1	80		60	6	0x0002	3367690092	0			
1651792577.375184000														
1651792577.375261000														
1651792577.375261000	192.168.1.1	80		192.168.1.138	40780		60	6	0x0012	175455061	3367690093			
1651792577.375329000	192.168.1.138	40780		192.168.1.1	80		52	6	0x0010	3367690093	175455062			
1651792577.375339000														
1651792577.375396000														
1651792577.375457000														
1651792577.375519000														
1651792577.375578000														
1651792577.375642000														
1651792577.375706000														
1651792577.375850000	192.168.1.138	40780		192.168.1.1	80		52	6	0x0014	3367690093	175455062			
1651792577.376218000														
1651792577.376292000														
1651792577.393652000	192.168.1.138		50222	198.189.66.16		443	73	17						
1651792577.399949000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.399952000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.400126000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.400127000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.400127000	198.189.66.16		443	192.168.1.138		50222	62	17						
1651792577.400127000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.400127000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.400128000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.402186000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.402188000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.402281000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.402281000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.402281000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.402281000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.402281000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.402282000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.402282000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.402338000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.402338000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.402339000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.402995000	192.168.1.138		50222	198.189.66.16		443	61	17						
1651792577.404306000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.404309000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.404309000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.404429000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.404429000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.404429000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.404429000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.404429000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.404430000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.404430000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.404430000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.404469000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.406463000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.406468000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.406468000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.406687000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.406688000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.406688000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.406688000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.406688000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.406689000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.406689000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.406689000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.406747000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.409219000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.409223000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.409342000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.409343000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.409343000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.409343000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.409343000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.409343000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.409343000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.409343000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.409387000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.409387000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.411370000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.411373000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.411478000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.411479000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.411479000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.411479000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.411479000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.411479000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.411479000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.411524000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.411524000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.411524000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.414576000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.414581000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.414582000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.414792000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.414793000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.414793000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.414793000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.414793000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.414793000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.414793000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.414793000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.414846000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.416157000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.416160000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.416244000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.416244000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.416244000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.416244000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.416244000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.416244000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.418110000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.418114000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.418114000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.418114000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.418195000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.418196000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.418196000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.418196000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.419936000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.419939000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.420035000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.420035000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.420035000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.420035000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.420036000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.420036000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.420036000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.420082000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.420082000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.420083000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.422243000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.422246000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.422349000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.422349000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.422349000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.422349000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.422350000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.422350000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.424410000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.424481000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.424481000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.424481000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.424481000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.424481000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.424531000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.424532000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.424532000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.424532000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.424565000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.424565000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.427549000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.427551000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.427720000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.427720000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.427720000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.427721000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.427721000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.427721000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.427721000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.427721000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.427760000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.427760000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.429704000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.429715000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.429715000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.429715000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.429966000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.429968000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.429968000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.429968000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.429968000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.429968000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.429968000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.429968000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.432724000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.432732000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.432732000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.432919000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.432919000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.432919000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.432919000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.432920000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.432920000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.432920000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.432920000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.432980000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.434920000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.434929000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.434930000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.434930000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.435174000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.435175000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.435175000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.435175000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.435175000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.435176000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.435176000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.435176000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.436398000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.436401000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.436497000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.436498000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.436498000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.436498000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.436498000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.436498000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.439477000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.439480000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.439572000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.439573000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.439573000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.439573000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.439573000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.439573000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.439573000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.439618000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.439618000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.439618000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.441180000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.441183000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.441303000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.441304000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.441304000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.441304000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.441304000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.441304000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.443474000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.443477000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.443586000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.443586000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.443586000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.443586000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.443586000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.443586000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.443587000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.443587000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.443621000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.443641000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.445543000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.445547000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.445641000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.445641000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.445641000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.445641000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.445641000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.445641000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.446911000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.446914000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.447011000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.447012000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.447012000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.447012000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.447012000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.447012000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.450032000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.450075000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.450076000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.450395000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.450399000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.450399000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.450399000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.450399000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.450400000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.450400000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.450400000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.450536000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.450536000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.450536000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.450536000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.450536000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.452846000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.452855000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.452855000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.452992000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.452993000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.452993000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.452993000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.452993000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.452993000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.452993000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.452994000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.453025000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.455116000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.455119000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.455209000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.455209000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.455209000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.455210000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.455210000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.455210000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.455210000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.455260000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.455260000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.455260000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.457559000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.457562000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.457656000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.457656000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.457656000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.457656000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.457656000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.457656000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.459163000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.459246000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.459246000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.459246000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.459246000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.459246000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.459247000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.459279000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.462105000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.462181000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.462182000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.462182000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.462182000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.462182000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.462232000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.462233000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.462233000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.462233000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.462233000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.462280000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.462281000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.462281000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.462281000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.462304000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.465058000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.465061000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.465153000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.465153000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.465153000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.465154000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.465154000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.465154000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.465154000	198.189.66.16		443	192.168.1.138		50222	448	17						
1651792577.465194000	198.189.66.16		443	192.168.1.138		50222	1378	17						
1651792577.465194000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.465194000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.466452000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.466520000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.466520000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.466521000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.466521000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.466521000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.466550000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.466550000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.469350000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.469356000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.469356000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.469544000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.469545000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.469545000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.469545000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.469545000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.469545000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.469545000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.469545000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.469591000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.471779000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.471783000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.471919000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.471919000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.471920000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.471920000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.471920000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.471920000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.471920000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.471920000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.471965000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.471966000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.474818000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.474821000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.474921000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.474921000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.474922000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.474922000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.474922000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.474922000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.474922000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.474998000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.474999000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.474999000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.474999000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.474999000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.474999000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.474999000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.475543000														
1651792577.476211000														
1651792577.476329000														
1651792577.476399000														
1651792577.476464000														
1651792577.476526000														
1651792577.476584000														
1651792577.476642000														
1651792577.476897000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.477010000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.477011000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.477011000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.477011000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.477011000	198.189.66.16		443	192.168.1.138		50222	1385	17						
